"Zeitstempel","chosenGame","firstGenerator","secondGenerator","preference","firstPlayedLevel","secondPlayedLevel","ID"
"2018/08/14 7:07:42 PM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","Equal","4","1","414075"
"2018/08/14 7:08:02 PM OEZ","aliens","improvedConstructiveLevelGenerator","randomLevelGenerator","First","1","3","414075"
"2018/08/14 7:08:12 PM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Neither","0","3","414075"
"2018/08/14 7:08:25 PM OEZ","aliens","randomLevelGenerator","geneticLevelGenerator","Neither","1","2","414075"
"2018/08/14 7:08:46 PM OEZ","aliens","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","1","3","414075"
"2018/08/14 7:09:20 PM OEZ","aliens","geneticLevelGenerator","randomLevelGenerator","First","3","1","414075"
"2018/08/14 7:09:31 PM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Neither","3","2","414075"
"2018/08/14 7:09:51 PM OEZ","aliens","improvedConstructiveLevelGenerator","mctsLevelGenerator","Neither","3","3","414075"
"2018/08/14 7:10:26 PM OEZ","aliens","geneticLevelGenerator","mctsLevelGenerator","Second","4","2","414075"
"2018/08/14 7:10:45 PM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","1","2","414075"
"2018/08/14 7:11:23 PM OEZ","frogs","geneticLevelGenerator","mctsLevelGenerator","First","2","1","414075"
"2018/08/14 7:11:54 PM OEZ","frogs","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","2","3","414075"
"2018/08/14 7:12:22 PM OEZ","frogs","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","1","3","414075"
"2018/08/14 7:12:44 PM OEZ","frogs","randomLevelGenerator","mctsLevelGenerator","Second","1","0","414075"
"2018/08/14 7:13:31 PM OEZ","frogs","geneticLevelGenerator","randomLevelGenerator","First","3","0","414075"
"2018/08/14 7:14:01 PM OEZ","frogs","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","0","3","414075"
"2018/08/14 7:14:45 PM OEZ","sokoban","mctsLevelGenerator","geneticLevelGenerator","Second","3","2","414075"
"2018/08/14 7:15:07 PM OEZ","sokoban","mctsLevelGenerator","randomLevelGenerator","Neither","4","4","414075"
"2018/08/14 7:15:27 PM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","Neither","2","4","414075"
"2018/08/14 7:15:54 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","Neither","2","1","414075"
"2018/08/14 7:16:24 PM OEZ","sokoban","mctsLevelGenerator","improvedConstructiveLevelGenerator","Neither","4","4","414075"
"2018/08/14 7:16:50 PM OEZ","sokoban","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","3","0","414075"
"2018/08/14 7:16:57 PM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Neither","1","3","414075"
"2018/08/14 7:17:28 PM OEZ","aliens","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","3","0","414075"
"2018/08/14 7:17:50 PM OEZ","aliens","geneticLevelGenerator","improvedConstructiveLevelGenerator","Equal","2","3","414075"
"2018/08/14 7:18:15 PM OEZ","aliens","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","0","0","414075"
"2018/08/14 7:18:52 PM OEZ","aliens","geneticLevelGenerator","mctsLevelGenerator","First","3","4","414075"
"2018/08/14 7:19:03 PM OEZ","aliens","randomLevelGenerator","geneticLevelGenerator","Neither","0","2","414075"
"2018/08/14 7:19:32 PM OEZ","frogs","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","3","4","414075"
"2018/08/14 7:19:55 PM OEZ","frogs","geneticLevelGenerator","randomLevelGenerator","First","3","2","414075"
"2018/08/14 7:20:13 PM OEZ","frogs","improvedConstructiveLevelGenerator","randomLevelGenerator","First","2","3","414075"
"2018/08/14 7:20:31 PM OEZ","frogs","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","1","3","414075"
"2018/08/14 7:20:41 PM OEZ","frogs","randomLevelGenerator","mctsLevelGenerator","Neither","0","3","414075"
"2018/08/14 7:21:12 PM OEZ","frogs","mctsLevelGenerator","geneticLevelGenerator","Equal","1","1","414075"
"2018/08/14 7:21:29 PM OEZ","aliens","improvedConstructiveLevelGenerator","randomLevelGenerator","Neither","4","1","414075"
"2018/08/14 7:21:36 PM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Neither","4","4","414075"
"2018/08/14 7:22:00 PM OEZ","aliens","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","1","4","414075"
"2018/08/14 7:22:43 PM OEZ","aliens","geneticLevelGenerator","improvedConstructiveLevelGenerator","Equal","4","4","414075"
"2018/08/14 7:22:56 PM OEZ","aliens","randomLevelGenerator","geneticLevelGenerator","Second","1","4","414075"
"2018/08/14 7:23:06 PM OEZ","aliens","mctsLevelGenerator","geneticLevelGenerator","Second","0","3","414075"
"2018/08/14 7:23:24 PM OEZ","zelda","improvedConstructiveLevelGenerator","mctsLevelGenerator","Equal","2","1","414075"
"2018/08/14 7:23:53 PM OEZ","zelda","randomLevelGenerator","geneticLevelGenerator","Second","2","0","414075"
"2018/08/14 7:24:05 PM OEZ","zelda","mctsLevelGenerator","geneticLevelGenerator","First","1","2","414075"
"2018/08/14 7:24:21 PM OEZ","zelda","improvedConstructiveLevelGenerator","randomLevelGenerator","First","4","0","414075"
"2018/08/14 7:24:39 PM OEZ","zelda","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","3","0","414075"
"2018/08/14 7:24:50 PM OEZ","zelda","mctsLevelGenerator","randomLevelGenerator","First","2","0","414075"
"2018/08/14 7:25:05 PM OEZ","zelda","improvedConstructiveLevelGenerator","geneticLevelGenerator","Neither","4","0","414075"
"2018/08/14 7:25:19 PM OEZ","zelda","randomLevelGenerator","improvedConstructiveLevelGenerator","Neither","3","2","414075"
"2018/08/14 7:25:36 PM OEZ","zelda","geneticLevelGenerator","mctsLevelGenerator","Neither","1","1","414075"
"2018/08/14 7:25:56 PM OEZ","zelda","mctsLevelGenerator","improvedConstructiveLevelGenerator","First","0","2","414075"
"2018/08/14 7:26:13 PM OEZ","zelda","randomLevelGenerator","geneticLevelGenerator","First","2","3","414075"
"2018/08/14 7:26:31 PM OEZ","zelda","randomLevelGenerator","mctsLevelGenerator","Second","3","4","414075"
"2018/08/14 7:26:51 PM OEZ","sokoban","mctsLevelGenerator","geneticLevelGenerator","First","0","3","414075"
"2018/08/14 7:27:05 PM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","3","0","414075"
"2018/08/14 7:27:46 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","Neither","3","0","414075"
"2018/08/15 7:39:28 AM OEZ","aliens","mctsLevelGenerator","geneticLevelGenerator","Second","1","4","508034"
"2018/08/15 7:40:12 AM OEZ","aliens","geneticLevelGenerator","randomLevelGenerator","First","3","2","508034"
"2018/08/15 7:40:48 AM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Neither","2","1","508034"
"2018/08/15 7:42:24 AM OEZ","aliens","geneticLevelGenerator","improvedConstructiveLevelGenerator","Neither","2","0","508034"
"2018/08/15 7:42:39 AM OEZ","aliens","improvedConstructiveLevelGenerator","randomLevelGenerator","First","0","3","508034"
"2018/08/15 7:42:58 AM OEZ","aliens","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","3","2","508034"
"2018/08/15 7:43:30 AM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","3","0","508034"
"2018/08/15 7:43:43 AM OEZ","aliens","geneticLevelGenerator","randomLevelGenerator","Neither","0","1","508034"
"2018/08/15 7:44:00 AM OEZ","aliens","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","3","2","508034"
"2018/08/15 7:44:32 AM OEZ","aliens","geneticLevelGenerator","mctsLevelGenerator","First","3","4","508034"
"2018/08/15 7:44:42 AM OEZ","aliens","randomLevelGenerator","mctsLevelGenerator","Neither","2","1","508034"
"2018/08/15 7:44:54 AM OEZ","aliens","improvedConstructiveLevelGenerator","randomLevelGenerator","First","1","4","508034"
"2018/08/15 7:46:43 AM OEZ","sokoban","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","2","3","508034"
"2018/08/15 7:47:23 AM OEZ","sokoban","randomLevelGenerator","geneticLevelGenerator","First","2","4","508034"
"2018/08/15 7:47:49 AM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Neither","1","2","508034"
"2018/08/15 7:49:14 AM OEZ","sokoban","randomLevelGenerator","mctsLevelGenerator","First","1","2","508034"
"2018/08/15 7:50:03 AM OEZ","sokoban","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","4","2","508034"
"2018/08/15 7:50:42 AM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","2","2","508034"
"2018/08/15 7:51:28 AM OEZ","aliens","mctsLevelGenerator","geneticLevelGenerator","Second","4","3","508034"
"2018/08/15 7:51:45 AM OEZ","aliens","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","3","1","508034"
"2018/08/15 7:51:56 AM OEZ","aliens","randomLevelGenerator","mctsLevelGenerator","Neither","2","2","508034"
"2018/08/15 7:52:45 AM OEZ","aliens","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","1","3","508034"
"2018/08/15 7:52:54 AM OEZ","aliens","randomLevelGenerator","geneticLevelGenerator","Neither","1","0","508034"
"2018/08/15 7:53:13 AM OEZ","aliens","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","3","4","508034"
"2018/08/15 7:53:25 AM OEZ","aliens","geneticLevelGenerator","randomLevelGenerator","Neither","4","0","508034"
"2018/08/15 7:53:40 AM OEZ","aliens","improvedConstructiveLevelGenerator","randomLevelGenerator","First","2","1","508034"
"2018/08/15 7:53:56 AM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","4","2","508034"
"2018/08/15 7:54:05 AM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Neither","3","2","508034"
"2018/08/15 7:54:21 AM OEZ","aliens","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","2","3","508034"
"2018/08/15 7:54:33 AM OEZ","aliens","mctsLevelGenerator","geneticLevelGenerator","Neither","3","4","508034"
"2018/08/15 7:55:02 AM OEZ","sokoban","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","3","3","508034"
"2018/08/15 7:55:52 AM OEZ","sokoban","mctsLevelGenerator","geneticLevelGenerator","Neither","3","0","508034"
"2018/08/15 7:56:08 AM OEZ","sokoban","improvedConstructiveLevelGenerator","randomLevelGenerator","Second","3","2","508034"
"2018/08/15 7:56:24 AM OEZ","sokoban","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","3","3","508034"
"2018/08/15 7:56:47 AM OEZ","sokoban","mctsLevelGenerator","randomLevelGenerator","Second","2","3","508034"
"2018/08/15 7:57:25 AM OEZ","sokoban","randomLevelGenerator","geneticLevelGenerator","Second","3","0","508034"
"2018/08/15 7:59:28 AM OEZ","frogs","geneticLevelGenerator","mctsLevelGenerator","Second","1","0","699958"
"2018/08/15 8:00:01 AM OEZ","frogs","geneticLevelGenerator","randomLevelGenerator","Neither","3","3","699958"
"2018/08/15 8:00:20 AM OEZ","frogs","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","4","0","699958"
"2018/08/15 8:00:46 AM OEZ","frogs","improvedConstructiveLevelGenerator","mctsLevelGenerator","Second","1","4","699958"
"2018/08/15 8:01:10 AM OEZ","frogs","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","4","2","699958"
"2018/08/15 8:01:24 AM OEZ","frogs","randomLevelGenerator","mctsLevelGenerator","Second","3","2","699958"
"2018/08/15 9:58:39 AM OEZ","aliens","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","1","0","293997"
"2018/08/15 9:59:22 AM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","2","3","293997"
"2018/08/15 9:59:38 AM OEZ","aliens","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","2","1","293997"
"2018/08/15 10:00:00 AM OEZ","aliens","geneticLevelGenerator","randomLevelGenerator","First","4","3","293997"
"2018/08/15 10:01:37 AM OEZ","aliens","mctsLevelGenerator","geneticLevelGenerator","Neither","2","0","293997"
"2018/08/15 10:01:48 AM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Neither","3","0","293997"
"2018/08/15 10:03:26 AM OEZ","sokoban","mctsLevelGenerator","geneticLevelGenerator","Neither","2","1","293997"
"2018/08/15 10:03:43 AM OEZ","sokoban","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","4","3","293997"
"2018/08/15 10:04:00 AM OEZ","sokoban","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","2","2","293997"
"2018/08/15 10:04:18 AM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","First","0","2","293997"
"2018/08/15 10:04:34 AM OEZ","sokoban","mctsLevelGenerator","randomLevelGenerator","First","4","0","293997"
"2018/08/15 10:05:07 AM OEZ","sokoban","improvedConstructiveLevelGenerator","randomLevelGenerator","First","4","2","293997"
"2018/08/15 10:05:26 AM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Second","1","0","293997"
"2018/08/15 10:05:41 AM OEZ","sokoban","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","0","4","293997"
"2018/08/15 11:11:20 AM OEZ","frogs","mctsLevelGenerator","randomLevelGenerator","First","1","4","162810"
"2018/08/15 11:11:57 AM OEZ","frogs","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","2","1","162810"
"2018/08/15 11:12:26 AM OEZ","frogs","improvedConstructiveLevelGenerator","randomLevelGenerator","First","3","1","162810"
"2018/08/15 11:13:22 AM OEZ","frogs","geneticLevelGenerator","randomLevelGenerator","First","4","1","162810"
"2018/08/15 11:13:50 AM OEZ","frogs","mctsLevelGenerator","geneticLevelGenerator","Neither","3","2","162810"
"2018/08/15 11:14:15 AM OEZ","frogs","improvedConstructiveLevelGenerator","mctsLevelGenerator","Second","4","0","162810"
"2018/08/15 11:15:04 AM OEZ","zelda","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","2","3","162810"
"2018/08/15 11:15:34 AM OEZ","zelda","improvedConstructiveLevelGenerator","mctsLevelGenerator","Second","3","1","162810"
"2018/08/15 11:15:49 AM OEZ","zelda","randomLevelGenerator","mctsLevelGenerator","Second","3","4","162810"
"2018/08/15 11:16:13 AM OEZ","zelda","geneticLevelGenerator","randomLevelGenerator","Neither","3","0","162810"
"2018/08/15 11:16:46 AM OEZ","zelda","mctsLevelGenerator","geneticLevelGenerator","Second","2","4","162810"
"2018/08/15 11:16:59 AM OEZ","zelda","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","4","4","162810"
"2018/08/16 12:01:44 PM OEZ","frogs","mctsLevelGenerator","randomLevelGenerator","Second","4","4","580405"
"2018/08/16 12:03:17 PM OEZ","frogs","mctsLevelGenerator","geneticLevelGenerator","First","1","4","580405"
"2018/08/16 12:03:50 PM OEZ","frogs","improvedConstructiveLevelGenerator","mctsLevelGenerator","Equal","2","3","580405"
"2018/08/16 12:04:33 PM OEZ","frogs","randomLevelGenerator","geneticLevelGenerator","First","4","4","580405"
"2018/08/16 12:04:58 PM OEZ","frogs","improvedConstructiveLevelGenerator","randomLevelGenerator","First","2","2","580405"
"2018/08/16 12:05:22 PM OEZ","frogs","geneticLevelGenerator","improvedConstructiveLevelGenerator","First","2","0","580405"
"2018/08/16 12:07:33 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","Neither","1","3","580405"
"2018/08/16 12:07:57 PM OEZ","sokoban","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","1","2","580405"
"2018/08/16 12:08:33 PM OEZ","sokoban","improvedConstructiveLevelGenerator","mctsLevelGenerator","Equal","4","1","580405"
"2018/08/16 12:08:51 PM OEZ","sokoban","randomLevelGenerator","mctsLevelGenerator","Equal","4","2","580405"
"2018/08/16 12:09:23 PM OEZ","sokoban","improvedConstructiveLevelGenerator","randomLevelGenerator","First","3","1","580405"
"2018/08/16 12:09:42 PM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Equal","4","2","580405"
"2018/08/16 12:10:13 PM OEZ","sokoban","randomLevelGenerator","mctsLevelGenerator","First","3","1","580405"
"2018/08/16 12:10:40 PM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Equal","4","4","580405"
"2018/08/16 12:11:14 PM OEZ","sokoban","improvedConstructiveLevelGenerator","randomLevelGenerator","Equal","4","4","580405"
"2018/08/16 12:11:44 PM OEZ","sokoban","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","0","3","580405"
"2018/08/16 12:12:12 PM OEZ","sokoban","improvedConstructiveLevelGenerator","mctsLevelGenerator","Second","3","0","580405"
"2018/08/16 12:12:48 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","Second","1","1","580405"
"2018/08/16 12:13:05 PM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Equal","0","3","580405"
"2018/08/16 12:13:46 PM OEZ","sokoban","improvedConstructiveLevelGenerator","mctsLevelGenerator","Second","2","0","580405"
"2018/08/16 12:14:19 PM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","1","2","580405"
"2018/08/16 12:14:47 PM OEZ","sokoban","mctsLevelGenerator","randomLevelGenerator","Second","3","1","580405"
"2018/08/16 12:14:59 PM OEZ","sokoban","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","0","1","580405"
"2018/08/16 12:15:15 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","First","4","2","580405"
"2018/08/16 12:15:41 PM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","First","3","1","580405"
"2018/08/16 12:15:57 PM OEZ","sokoban","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","0","0","536393"
"2018/08/16 12:16:01 PM OEZ","sokoban","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","0","2","580405"
"2018/08/16 12:16:19 PM OEZ","sokoban","randomLevelGenerator","geneticLevelGenerator","First","4","1","580405"
"2018/08/16 12:16:33 PM OEZ","sokoban","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","1","3","580405"
"2018/08/16 12:16:35 PM OEZ","sokoban","mctsLevelGenerator","improvedConstructiveLevelGenerator","Neither","2","4","536393"
"2018/08/16 12:16:47 PM OEZ","sokoban","randomLevelGenerator","mctsLevelGenerator","Neither","4","3","580405"
"2018/08/16 12:16:58 PM OEZ","sokoban","randomLevelGenerator","mctsLevelGenerator","Second","3","3","536393"
"2018/08/16 12:17:01 PM OEZ","sokoban","mctsLevelGenerator","geneticLevelGenerator","Neither","1","0","580405"
"2018/08/16 12:17:27 PM OEZ","sokoban","improvedConstructiveLevelGenerator","mctsLevelGenerator","Second","3","0","580405"
"2018/08/16 12:17:48 PM OEZ","sokoban","mctsLevelGenerator","geneticLevelGenerator","First","1","1","536393"
"2018/08/16 12:18:34 PM OEZ","sokoban","randomLevelGenerator","geneticLevelGenerator","Second","1","2","536393"
"2018/08/16 12:18:48 PM OEZ","sokoban","improvedConstructiveLevelGenerator","randomLevelGenerator","First","1","1","536393"
"2018/08/16 12:19:14 PM OEZ","aliens","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","2","2","889516"
"2018/08/16 12:19:43 PM OEZ","aliens","mctsLevelGenerator","geneticLevelGenerator","Neither","2","0","889516"
"2018/08/16 12:20:04 PM OEZ","aliens","improvedConstructiveLevelGenerator","randomLevelGenerator","First","1","0","536393"
"2018/08/16 12:20:17 PM OEZ","aliens","geneticLevelGenerator","randomLevelGenerator","First","3","1","889516"
"2018/08/16 12:20:19 PM OEZ","aliens","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","2","0","536393"
"2018/08/16 12:20:35 PM OEZ","aliens","randomLevelGenerator","improvedConstructiveLevelGenerator","First","1","4","889516"
"2018/08/16 12:20:46 PM OEZ","aliens","mctsLevelGenerator","geneticLevelGenerator","Neither","3","1","536393"
"2018/08/16 12:21:18 PM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","1","3","536393"
"2018/08/16 12:21:18 PM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","Second","3","1","889516"
"2018/08/16 12:21:29 PM OEZ","aliens","randomLevelGenerator","geneticLevelGenerator","Neither","0","0","536393"
"2018/08/16 12:21:33 PM OEZ","aliens","mctsLevelGenerator","randomLevelGenerator","Equal","0","4","889516"
"2018/08/16 12:21:38 PM OEZ","aliens","randomLevelGenerator","mctsLevelGenerator","Second","3","1","536393"
"2018/08/16 12:22:27 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","Neither","4","2","889516"
"2018/08/16 12:22:52 PM OEZ","sokoban","mctsLevelGenerator","improvedConstructiveLevelGenerator","Neither","2","4","130321"
"2018/08/16 12:23:12 PM OEZ","sokoban","randomLevelGenerator","mctsLevelGenerator","Neither","1","2","130321"
"2018/08/16 12:23:23 PM OEZ","sokoban","geneticLevelGenerator","improvedConstructiveLevelGenerator","Neither","1","4","130321"
"2018/08/16 12:23:36 PM OEZ","sokoban","randomLevelGenerator","geneticLevelGenerator","Neither","4","1","130321"
"2018/08/16 12:23:51 PM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","4","2","130321"
"2018/08/16 12:24:05 PM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Neither","4","4","130321"
"2018/08/17 12:44:20 AM OEZ","zelda","mctsLevelGenerator","randomLevelGenerator","First","2","4","413922"
"2018/08/17 12:44:39 AM OEZ","zelda","geneticLevelGenerator","randomLevelGenerator","Equal","3","2","413922"
"2018/08/17 12:44:57 AM OEZ","zelda","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","0","3","413922"
"2018/08/17 12:45:14 AM OEZ","zelda","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","0","2","413922"
"2018/08/17 12:45:32 AM OEZ","zelda","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","4","4","413922"
"2018/08/17 12:45:49 AM OEZ","zelda","geneticLevelGenerator","mctsLevelGenerator","Second","2","4","413922"
"2018/08/17 12:46:12 AM OEZ","zelda","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","2","3","413922"
"2018/08/17 12:46:33 AM OEZ","zelda","improvedConstructiveLevelGenerator","mctsLevelGenerator","Equal","4","1","413922"
"2018/08/17 12:46:49 AM OEZ","zelda","geneticLevelGenerator","mctsLevelGenerator","Second","2","2","413922"
"2018/08/17 12:47:07 AM OEZ","zelda","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","2","1","413922"
"2018/08/17 12:47:24 AM OEZ","zelda","mctsLevelGenerator","randomLevelGenerator","Neither","3","3","413922"
"2018/08/17 12:47:35 AM OEZ","zelda","randomLevelGenerator","geneticLevelGenerator","Neither","4","0","413922"
"2018/08/17 12:10:41 PM OEZ","frogs","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","3","3","879085"
"2018/08/17 12:11:12 PM OEZ","frogs","mctsLevelGenerator","geneticLevelGenerator","Neither","2","3","879085"
"2018/08/17 12:11:34 PM OEZ","frogs","randomLevelGenerator","geneticLevelGenerator","Neither","3","4","879085"
"2018/08/17 12:11:53 PM OEZ","frogs","mctsLevelGenerator","randomLevelGenerator","First","3","1","879085"
"2018/08/17 12:12:08 PM OEZ","frogs","improvedConstructiveLevelGenerator","randomLevelGenerator","First","4","2","879085"
"2018/08/17 12:12:36 PM OEZ","frogs","improvedConstructiveLevelGenerator","geneticLevelGenerator","Equal","4","3","879085"
"2018/08/17 12:14:58 PM OEZ","zelda","geneticLevelGenerator","improvedConstructiveLevelGenerator","Second","4","1","56463"
"2018/08/17 12:15:15 PM OEZ","zelda","mctsLevelGenerator","randomLevelGenerator","First","0","1","56463"
"2018/08/17 12:16:07 PM OEZ","zelda","mctsLevelGenerator","improvedConstructiveLevelGenerator","Neither","4","3","56463"
"2018/08/17 12:16:22 PM OEZ","zelda","geneticLevelGenerator","mctsLevelGenerator","Neither","0","2","56463"
"2018/08/17 12:16:35 PM OEZ","zelda","randomLevelGenerator","geneticLevelGenerator","Neither","2","1","56463"
"2018/08/17 12:16:55 PM OEZ","zelda","randomLevelGenerator","improvedConstructiveLevelGenerator","Neither","4","0","56463"
"2018/08/17 12:23:21 PM OEZ","sokoban","improvedConstructiveLevelGenerator","mctsLevelGenerator","First","1","4","203166"
"2018/08/17 12:23:48 PM OEZ","sokoban","geneticLevelGenerator","improvedConstructiveLevelGenerator","First","2","1","203166"
"2018/08/17 12:24:37 PM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","3","0","203166"
"2018/08/17 12:25:36 PM OEZ","sokoban","mctsLevelGenerator","randomLevelGenerator","First","0","4","203166"
"2018/08/17 12:26:20 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","Equal","4","3","203166"
"2018/08/17 12:27:25 PM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Neither","0","2","203166"
"2018/08/17 12:28:03 PM OEZ","sokoban","randomLevelGenerator","mctsLevelGenerator","Neither","1","4","203166"
"2018/08/17 12:28:29 PM OEZ","sokoban","improvedConstructiveLevelGenerator","geneticLevelGenerator","Neither","0","3","203166"
"2018/08/17 12:28:58 PM OEZ","sokoban","geneticLevelGenerator","randomLevelGenerator","Equal","3","1","203166"
"2018/08/17 12:29:13 PM OEZ","sokoban","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","4","2","203166"
"2018/08/17 12:29:57 PM OEZ","sokoban","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","3","3","203166"
"2018/08/17 12:30:30 PM OEZ","sokoban","geneticLevelGenerator","mctsLevelGenerator","Equal","0","4","203166"
"2018/08/17 12:32:36 PM OEZ","zelda","randomLevelGenerator","mctsLevelGenerator","Second","3","1","677351"
"2018/08/17 12:33:06 PM OEZ","zelda","mctsLevelGenerator","improvedConstructiveLevelGenerator","Equal","4","4","677351"
"2018/08/17 12:33:33 PM OEZ","zelda","improvedConstructiveLevelGenerator","randomLevelGenerator","First","3","3","677351"
"2018/08/17 12:33:54 PM OEZ","zelda","geneticLevelGenerator","mctsLevelGenerator","Second","3","3","677351"
"2018/08/17 12:34:11 PM OEZ","zelda","geneticLevelGenerator","randomLevelGenerator","Neither","4","0","677351"
"2018/08/17 12:34:33 PM OEZ","zelda","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","2","2","677351"
"2018/08/17 12:35:59 PM OEZ","aliens","randomLevelGenerator","geneticLevelGenerator","Second","4","1","69315"
"2018/08/17 12:36:13 PM OEZ","aliens","randomLevelGenerator","mctsLevelGenerator","Second","2","0","69315"
"2018/08/17 12:36:30 PM OEZ","aliens","mctsLevelGenerator","improvedConstructiveLevelGenerator","Second","0","2","69315"
"2018/08/17 12:36:44 PM OEZ","aliens","geneticLevelGenerator","mctsLevelGenerator","Equal","1","1","69315"
"2018/08/17 12:37:15 PM OEZ","aliens","randomLevelGenerator","improvedConstructiveLevelGenerator","Second","2","0","69315"
"2018/08/17 12:37:44 PM OEZ","aliens","improvedConstructiveLevelGenerator","geneticLevelGenerator","First","0","2","69315"
